Unnamed: 0,QID,EID,QPA,PAA,IPA,Label
6234,CSZ_2005_5_CSZ20330,d66c-5801-f927-789f,0.0,0.0,0.0,0
27430,NYSEDREGENTS_2011_8_42,bc8e-4949-4a6a-b8ec,0.6607312894581505,0.0,0.0,0
998,Mercury_SC_400176,a673-653b-9cde-f39c,0.7999999999999999,0.0,0.0,0
41954,Mercury_SC_416102,5688-4c81-2fd0-6e31,0.0,0.0,0.0,0
61357,Mercury_7213395,055f-62da-6f0f-9be5,3.6,1.2,0.3,0
3954,MEA_2010_8_4-v1,3530-0fd9-f523-ac33,0.6,0.8845766155910006,0.0,0
25715,Mercury_SC_401633,e5f7-f7b8-e54c-8df9,1.2,0.0,0.0,0
63278,MSA_2015_5_46,0055-15be-f747-3fef,0.298596885983847,0.0,0.0,0
37002,Mercury_7166163,90b2-edef-d99f-687c,0.0,0.0,0.0,0
47206,NYSEDREGENTS_2011_4_16,63ed-2a75-b0ec-771b,0.0,0.2722496136574579,0.0,0
38037,MDSA_2010_8_18,b624-988e-7c08-0283,0.0,0.0,0.0,0
16557,ACTAAP_2009_7_7,b304-630d-e68f-17cb,0.0,0.0,0.0,0
64433,MCAS_2000_8_33,f68e-fb11-a7b3-a72e,0.0,0.0,0.0,0
2778,Mercury_SC_LBS10907,a62b-415d-357f-995a,0.0,0.0,0.0,0
21770,NCEOGA_2013_5_30,d500-0120-b897-6dc0,3.5944289693593325,0.0,0.0,0
54809,Mercury_7077630,6cfd-e59f-1413-76ff,0.0,0.0,0.0,0
61024,TAKS_2009_5_9,fa62-7076-3a48-59e3,0.0,0.0,0.0,0
44598,Mercury_7141995,bc8d-37ef-e7d2-05e3,0.0,0.9768257455567759,0.0,0
28964,Mercury_SC_408377,a072-80b2-77a7-2bb5,0.18779085675249352,0.0,0.0,0
36741,Mercury_7263113,fb66-e5c3-a56f-dac9,0.0,0.0,0.0,0
63290,MSA_2015_5_46,2dfb-6788-d488-9db9,0.0,0.0,0.0,0
48595,Mercury_400815,e7f2-85b1-308c-77d8,0.6,0.32486468353444,0.0,0
49949,NYSEDREGENTS_2007_8_10,ddd2-9952-62f7-bce3,0.0,0.0,0.0,0
1614,NYSEDREGENTS_2007_8_27,73fa-1e22-26a8-1a7c,0.0,0.0,0.0,0
47727,Mercury_402058,29be-69ad-17f4-11f0,0.0,0.0,0.0,0
4843,ACTAAP_2010_5_3,e202-3f7d-7259-9efa,0.0,0.0,0.0,0
18135,Mercury_7158708,55bc-3d44-ab15-7cb2,0.0,0.0,0.0,0
5779,Mercury_401657,33f5-726f-b706-4a01,0.6241321011360226,-0.4,0.3,0
65505,Mercury_SC_400591,a2c1-5ab2-b3f2-a43f,0.031360255337687826,0.3228850655473502,0.0,0
39557,Mercury_417468,4971-c196-bfcc-ff10,1.7999999999999998,0.0,0.0,0
37118,MCAS_2004_8_8,7431-9420-ceec-614e,0.6151258508919786,0.0,0.0,0
6835,MCAS_2008_8_5715,bdbf-34c0-8ec2-7e7a,0.0,0.0,0.0,0
42186,Mercury_SC_400188,431d-1679-5bc8-6a2c,2.3291278409487854,-0.4,0.6,0
34544,VASoL_2010_3_18,d5fc-0707-ab28-947f,0.0,0.0,0.0,0
21597,Mercury_SC_413443,8489-9ffe-b585-3aaf,0.0,0.5743059760782896,0.0,0
55340,Mercury_7011060,b54e-51b6-ea89-e7cc,0.6,0.09999999999999998,0.0,0
3689,Mercury_SC_400064,bbf1-262a-c774-3f47,0.7355700684191563,0.0,0.0,0
39669,MCAS_2007_8_5183,53ff-8300-7d00-624d,0.0,0.0,0.0,0
14917,LEAP_2001_8_10380,5003-5988-8e84-ea8d,0.0,0.0,0.0,0
16573,Mercury_SC_401768,d9ac-bf1e-2efc-8abb,0.0,0.0,0.0,0
2909,Mercury_7269045,04b4-5695-5804-0ccb,0.0,0.0,0.0,0
15835,MDSA_2007_5_38,9109-c77c-e952-4935,3.0,-0.15000000000000002,0.3,0
55988,Mercury_SC_402050,eea0-9d67-6ae8-0be6,0.0,0.0,0.0,0
36529,NYSEDREGENTS_2007_8_3,55ad-db14-b2ff-b591,0.0,0.0,0.0,0
58148,MDSA_2007_4_35,3395-b5a2-ae2d-39c2,0.9922077922077922,-0.3926336800895692,0.3,0
53316,AIMS_2009_8_11,a9ac-d323-5208-7945,1.2,0.0,0.0,0
6817,MCAS_2008_8_5715,4ba8-630f-57e1-d689,1.2999999999999998,0.0,0.0,0
38293,Mercury_7268223,c583-5e80-c3f0-38a9,0.6,0.2,0.6,0
46767,NYSEDREGENTS_2016_4_1,e04b-dd2f-feba-1e5f,0.6,0.7,0.6,0
27429,NYSEDREGENTS_2011_8_42,4013-87f5-6cc4-127f,0.0959835561509278,0.0,0.0,0
27192,Mercury_SC_401171,7726-d9fd-f431-db04,0.6959835561509278,0.0,0.0,0
58036,TIMSS_2007_8_pg127,718f-36ed-de51-9dfb,0.0,0.0,0.0,0
41696,Mercury_SC_406660,c1bc-98d6-f33c-8f67,0.6,0.6,0.0,0
47404,Mercury_401242,e98a-9bf9-e071-23cb,0.0,0.0,0.0,0
13828,NYSEDREGENTS_2004_4_19,e6ce-9a90-4900-9861,0.0,0.0,0.0,0
13540,Mercury_7071908,3790-b270-8d3d-1eb6,0.0,0.0,0.0,0
8423,MCAS_2004_5_24,5c41-c4f8-7ec9-93a5,0.0,0.0,0.0,0
4722,Mercury_7269010,b4bb-c6c6-582e-f158,0.0,0.6,0.0,0
41756,Mercury_SC_LBS10046,9c5d-a1e8-facc-476d,0.6,0.0,0.0,0
51251,Mercury_7018043,cf5a-2e64-97f9-f60f,0.0,0.6,0.0,0
10452,Mercury_SC_405459,e57b-18c2-73ff-869b,0.0,0.0,0.0,0
27890,Mercury_SC_405148,d842-d4ad-a7b3-e505,0.7070874130514039,0.0,0.0,0
19031,AKDE&ED_2008_4_17,1f37-479f-42cb-30b2,1.7999999999999998,0.0,0.0,0
8353,MCAS_2011_5_17,2586-fe98-8fef-83b1,0.0,0.0,0.0,0
44498,Mercury_7188388,be45-3cb8-edbc-dd56,0.6,0.0,0.0,0
36569,Mercury_SC_416160,ae37-eb46-bed5-6f3b,0.0,0.0,0.0,0
53098,Mercury_7012530,609d-7a3f-35c8-7524,0.0,0.0,0.0,0
10247,Mercury_7086188,6cda-f0b2-9b40-f193,0.0,0.0,0.0,0
44266,FCAT_2012_8_7,dd4a-59cf-dde4-11b2,0.0,0.0,0.0,0
8497,Mercury_7086083,c604-81f1-86ac-c9aa,0.0,0.0,0.0,0
49345,MCAS_2008_5_5617,0092-b671-2f6c-9726,0.8997315436241611,0.0,0.0,0
39655,Mercury_7271408,d916-5924-be80-0d88,0.6295346482901942,0.0,0.0,0
832,Mercury_SC_408038,957f-c72c-c164-1afa,0.0,0.0,0.0,0
12830,Mercury_7090615,3c69-24d0-2ef2-5007,1.2,0.1485061952433271,0.0,0
1434,ACTAAP_2009_7_4,ee00-d173-1b21-e6b0,0.0,0.0,0.0,0
10831,MDSA_2007_5_21,a952-ae30-5723-87db,0.0,0.0,0.0,0
39546,Mercury_417468,1fc5-ddc7-1c8e-b374,1.7999999999999998,-1.2000000000000002,0.8999999999999999,0
43986,NYSEDREGENTS_2011_4_25,12d9-60df-23de-f00f,0.9729141397349548,-0.6785694635938067,0.8999999999999999,0
52917,Mercury_7009485,2818-8851-75ee-2bbf,0.0,0.0,0.0,0
17488,Mercury_7213115,1c76-4e2b-b7a3-61ea,0.0,0.0,0.0,0
9116,Mercury_7207235,ceb2-353a-145d-2491,0.0,0.0,0.0,0
19605,Mercury_7093310,4933-8cde-0c54-1767,0.0,0.0,0.0,0
4167,TIMSS_2003_4_pg28,1ed3-919d-4a4c-1be7,0.0,0.09999999999999998,0.0,0
10941,TIMSS_2003_8_pg28,3092-233a-f999-2512,0.6,0.0,0.0,0
61513,Mercury_7017133,e5b0-afaa-c77e-342b,0.6,0.0,0.0,0
6716,TIMSS_2007_8_pg97,5471-05b0-00bd-1669,0.6,1.7999999999999998,0.0,0
51177,Mercury_SC_LBS10782,13bf-8e7c-2585-a556,1.2,0.0,0.0,0
54765,Mercury_7162628,8424-e5dd-a2c7-77a3,2.507895657841152,-0.7230485644973069,0.6,0
5188,Mercury_7219013,4a68-5032-17cd-8391,0.0,0.0,0.0,0
65223,Mercury_SC_400161,891a-752f-b9c8-25e1,0.0,0.6,0.0,0
37197,Mercury_7247870,8369-8669-0725-2c00,0.0,0.0,0.0,0
54951,Mercury_7007823,63a1-d74d-3a46-09f1,0.0,0.0,0.0,0
19572,Mercury_7175315,03d0-edc8-38bb-dfb4,0.24401694602177976,0.0,0.0,0
29249,Mercury_SC_407787,cb41-ca46-d7b0-e25b,1.2,0.0,0.0,0
56987,Mercury_SC_413300,b927-5436-1d17-c396,0.0,0.0,0.0,0
11812,NYSEDREGENTS_2009_8_9,3092-233a-f999-2512,0.0,0.6,0.0,0
5654,Mercury_7099365,e70b-e515-02a3-8958,0.8666666666666666,0.5249999999999999,1.2,0
11795,NYSEDREGENTS_2009_8_9,77f9-749f-9394-ae34,0.0,0.0,0.0,0
29314,NYSEDREGENTS_2005_4_29,1f5a-2541-51d2-03ac,1.2,0.0,0.0,0
36555,Mercury_SC_416160,1788-779b-f5dd-b9b3,1.4,0.0,0.0,0
35356,Mercury_SC_406036,d927-476d-d929-b720,4.1375,0.6,0.0,0
53258,TIMSS_2011_8_pg34,e286-2d36-370a-0d17,0.6,0.3041322314049586,0.3,0
63598,Mercury_7205153,4c25-b5f8-13bf-6b86,2.4,0.0,0.0,0
45869,NCEOGA_2013_5_55,655c-cb6e-d3de-9be5,1.2999999999999998,1.2,0.0,0
60945,Mercury_SC_401589,c428-876b-5389-4412,0.0,0.0,0.0,0
54132,MCAS_2008_8_5713,bd5a-a590-0042-b499,2.4,0.0,0.0,0
35691,NYSEDREGENTS_2009_8_21,2195-1c32-9287-b22e,0.0,0.2855529453414417,0.0,0
60219,Mercury_SC_407308,3ed8-5fde-3b7b-6513,1.2,0.0,0.0,0
27681,Mercury_7212730,d4b6-22d9-09f5-c87d,0.0,0.0,0.0,0
3365,NAEP_2005_4_S10+1,8987-49e2-b4bd-59bd,0.0,0.0,0.0,0
62151,CSZ20880,e793-ed2a-e6fe-42bf,0.0,0.0,0.0,0
55887,Mercury_SC_415536,3291-9f24-22b5-4220,0.6,0.0,0.0,0
35895,Mercury_7246873,5549-0363-44f2-eb34,2.933333333333333,-0.8,0.6,0
64701,Mercury_SC_407700,904b-3cbd-8469-b307,0.0,0.0,0.0,0
22357,TIMSS_1995_8_I17,7847-3026-98ee-208e,1.7999999999999998,-0.4,0.6,0
54351,Mercury_7013143,fac5-130b-6a7f-3503,0.0,0.0,0.0,0
5956,Mercury_179813,e33f-bcb4-1c22-757b,0.0,0.6,0.0,0
43586,Mercury_7268013,74c9-9ca4-3985-60ae,0.713637890711838,0.0,0.0,0
16839,TIMSS_1995_8_O12,4794-cbb6-c9cc-fc39,0.6,0.0,0.0,0
45149,Mercury_SC_409148,dd4a-59cf-dde4-11b2,0.0,0.0,0.0,0
54028,Mercury_7003938,1952-65eb-838d-2426,0.6712370185301735,0.0,0.0,0
51057,Mercury_7082723,55b8-4cef-c354-eef9,0.0,0.6641922021819362,0.0,0
45039,Mercury_SC_401321,1875-8ce4-1858-8652,0.0,0.0,0.0,0
47930,NCEOGA_2013_5_57,00b4-3f03-776a-be84,0.0,0.0,0.0,0
65425,Mercury_SC_401198,bc57-2b8e-205c-f305,0.8032740584817853,-0.08853565664394636,0.6,0
60699,Mercury_SC_408396,325f-76df-b90f-5430,0.0,0.0,0.0,0
42813,LEAP_2006_8_10413,387f-960a-0b40-cf34,0.0,0.6,0.0,0
47501,WASL_2005_8_11,1763-9f64-7941-cb50,0.0,0.0,0.0,0
28596,LEAP__7_10340,e58d-03a1-b94d-942d,0.0,0.0,0.0,0
44174,NCEOGA_2013_5_53,4aca-cf16-fcc6-1f79,0.0,0.0,0.0,0
30137,Mercury_7083808,8ee7-24ec-255f-d9fe,3.0,1.333208537289865,0.6,0
32207,Mercury_SC_406702,3313-e8a9-cf21-6a33,0.5333333333333332,-0.4543367988341878,1.8,0
57053,Mercury_SC_414080,b559-79c0-1ae8-96ef,3.6,1.2,0.0,0
60759,Mercury_SC_408361,274b-e89f-86fa-6446,3.5967634813687743,0.0,0.0,0
49235,MCAS_2016_5_13,7ded-f79f-1ff4-efe2,0.0,0.0,0.0,0
12209,AIMS_2009_4_7,f290-4de0-34ab-0f52,1.4,0.0,0.0,0
17506,Mercury_7218645,901b-dccf-1b45-8b6e,0.6,0.0,0.0,0
64077,MCAS_2000_4_17,7160-91ab-6d7e-14c8,1.2,0.0,0.0,0
62060,MSA_2012_5_36,d048-f899-4d5e-fcd7,0.0,0.0,0.0,0
13554,Mercury_7071908,0195-aa58-38d7-f3bb,2.4,-0.39107142857142857,0.6,0
21606,ACTAAP_2008_7_10,55de-6e39-fe84-2395,0.6,0.0,0.0,0
61086,Mercury_7221270,4c81-b2de-2121-602a,0.0,0.0,0.0,0
44255,FCAT_2012_8_7,40b8-086d-439a-c9ba,0.0,0.0,0.0,0
52703,Mercury_7037503,468a-99e3-ec47-c293,0.0,0.0,0.0,0
46529,OHAT_2008_8_13,34de-dd35-5026-b2c1,0.16863026002072526,0.0,0.0,0
36993,Mercury_7166163,023e-be5e-200d-d253,0.0,0.0,0.0,0
30638,TIMSS_2003_8_pg74,20e2-689d-b7c6-528a,0.0,0.0,0.0,0
41503,MCAS_2015_5_13,ef49-c852-8727-d2dd,0.0,0.0,0.0,0
50043,Mercury_406774,e1b9-baf2-f4bd-c847,0.0,0.0,0.0,0
13746,ACTAAP_2014_7_7,b0d6-ab23-63f7-1caf,0.0,0.0,0.0,0
37402,NCEOGA_2013_5_34,9a31-6857-9a85-8828,0.8080488561302741,-0.040467671751468925,0.0,0
63287,MSA_2015_5_46,7ef1-c28b-22e3-3edc,0.0,0.0,0.0,0
20082,Mercury_SC_413305,5645-74d9-19c8-9dc4,0.0,0.0,0.0,0
7131,MDSA_2007_4_4,b927-5436-1d17-c396,0.0,0.0,0.0,0
38557,MEA_2016_8_3,b5c1-08a7-7c54-8dfe,0.0,0.0,0.0,0
3492,Mercury_SC_400986,6239-5408-630b-6f9d,0.0,0.0,0.0,0
27801,Mercury_SC_415723,79a0-2fbc-edea-0d50,0.07175975190979306,0.3358798759548965,0.0,0
23199,Mercury_7014193,bd09-e479-fdad-f2de,0.0,0.0,0.0,0
44378,MCAS_2009_8_7,aeb7-e5f7-0e84-12fd,1.3391124012375766,0.0,0.0,0
8202,Mercury_7138618,2729-44c9-6c43-99ee,0.0,0.0,0.0,0
39678,MCAS_2007_8_5183,12ee-aca0-c7d5-d7e0,0.0,0.0,0.0,0
49045,NYSEDREGENTS_2004_4_9,de41-df04-573b-7370,0.0,0.0,0.0,0
4725,Mercury_7269010,d7f8-a2da-a673-23e2,0.6,0.0,0.0,0
34667,NYSEDREGENTS_2005_4_12,5666-ae28-c545-843c,1.1090909090909091,0.0,0.0,0
42519,MSA_2012_5_31,6e34-c92d-1310-8c3a,0.0,0.0,0.0,0
9558,Mercury_182018,c378-13fe-be79-cd0f,0.0,0.0,0.0,0
44923,Mercury_SC_415427,d41e-036c-177f-31ac,0.0,0.2430486498888279,0.0,0
43220,Mercury_SC_417575,baab-4c47-5b41-9747,0.050628688166082784,0.0,0.0,0
31205,TIMSS_2011_4_pg100,37af-5fb1-9a80-3548,1.7999999999999998,0.6,0.0,0
53419,Mercury_7179778,5d85-9625-f208-7f43,0.0,0.6,0.0,0
62654,Mercury_SC_400861,12c9-e2b2-25cd-65c6,0.0,0.0,0.0,0
25906,Mercury_7211943,c7a2-2ef3-cee5-a093,0.0,0.0,0.0,0
253,AKDE&ED_2008_4_45,96fa-0fe3-5abf-3fbb,1.2,0.7310297367639419,0.0,0
11575,Mercury_SC_406058,f829-cd8d-c894-e9ee,0.0,0.0,0.0,0
39792,VASoL_2008_5_30,15d0-37f8-6ef6-2fff,0.0,0.0,0.0,0
9133,Mercury_7268835,b0a5-78a8-bcbc-00e8,0.0,0.0,0.0,0
5844,MCAS_2006_8_35,1404-0cc1-191d-35bd,1.2,0.0,0.0,0
56059,MCAS_2003_5_24,8e2a-2018-51f0-ae84,0.0,0.0,0.0,0
21194,MCAS_2016_5_11,86b0-5c6f-cd54-4d52,0.0,0.0,0.0,0
18516,Mercury_7213185,9d62-f0d6-f0a5-6846,0.7212311408134523,0.0,0.0,0
6035,Mercury_7043733,23ed-359d-1127-b8e9,0.0,-0.42679154739810177,0.8999999999999999,0
19954,Mercury_SC_400534,5688-4c81-2fd0-6e31,0.0,0.0,0.0,0
52746,Mercury_7001418,b9f6-7485-4c10-a547,0.0,0.0,0.0,0
22926,MCAS_2005_5_30,4399-9824-93cb-c8e7,0.6333922619123562,0.4584325707357891,0.0,0
40673,MCAS_2012_5_23624,2d69-ee53-599f-9438,1.2,0.0,0.0,0
39763,Mercury_7186813,b5ca-9f64-d6d6-6783,0.0,0.0,0.0,0
33715,MCAS_2007_5_4765,2f15-1978-bedd-7e41,2.5,0.0,0.0,0
36293,Mercury_7271285,401b-d6f7-6bc5-3718,0.0,0.0,0.0,0
52332,Mercury_7017063,50c9-18cc-aaa1-cc21,0.0,-0.12496726710331567,0.6,0
23659,Mercury_7097300,e9f8-f0c7-07ec-99de,0.0,0.0,0.0,0
9516,Mercury_7090545,bcbe-e058-fc7d-88b0,0.0,0.0,0.0,0
599,NYSEDREGENTS_2011_4_2,80ed-85da-37fe-1633,0.8787061994609162,-0.4,0.3,0
55159,Mercury_7212118,2661-4bb8-18ac-a908,0.6,0.6,0.0,0
18837,Mercury_7218715,2df9-c88b-a3b4-7936,0.0,0.6,0.0,0
11393,Mercury_7218330,6033-4d5e-eeb6-26e7,0.14545836888984254,0.001144148182939175,0.0,0
47391,Mercury_401338,5c37-d156-8278-962c,0.7802342766626337,-0.8,1.2,0
64393,AIMS_2008_4_9,99be-2eb4-339a-e865,0.0,0.0,0.0,0
46241,ACTAAP_2014_5_10,8ece-a376-c847-9127,1.2,0.7,0.0,0
13243,Mercury_7189368,3d6c-d91c-8bd2-a3ca,0.0,0.0,0.0,0
25309,OHAT_2009_5_44,e8a2-95d9-1461-044a,0.0,0.0,0.0,0
15883,Mercury_7120698,481d-d730-fc26-caa0,0.0,0.0,0.0,0
52784,Mercury_7038640,4465-fcc1-3456-6eb9,0.7872143567470733,0.0,0.0,0
3229,Mercury_7014315,8782-84b4-1ade-fcc8,0.0,0.0,0.0,0
3746,Mercury_7188913,2cc1-d93b-cea8-3b51,0.6,0.0,0.0,0
46402,MEA_2014_8_15,f1ae-4d95-7b44-91f9,0.0,0.0,0.0,0
41686,Mercury_SC_406660,55de-6e39-fe84-2395,0.6,0.0,0.0,0
32338,AKDE&ED_2012_4_27,e4af-0fe7-8fbf-a009,0.024026009502111367,-0.20000000000000007,0.8999999999999999,0
36401,Mercury_404796,c35b-86e7-6f3d-d01c,0.0,0.0,0.0,0
56860,MCAS_2007_8_5171,8320-d312-644d-2390,0.0,0.0,0.0,0
2599,Mercury_7016590,4cc8-7a19-e037-5eeb,1.2,0.6693917510292828,0.0,0
38980,Mercury_7074935,4196-2a0c-524d-82a0,0.0,0.0,0.0,0
44752,NYSEDREGENTS_2006_8_41,2d89-0117-6ce2-b5bf,0.0,0.0,0.0,0
33289,NYSEDREGENTS_2009_4_20,c2ef-566c-c356-778f,0.0,0.0,0.0,0
45984,MSA_2013_8_4,f303-c24f-1db0-7fba,0.0,0.0,0.0,0
62772,MCAS_2005_9_13,a2ba-3303-34b8-7879,2.4,0.0,0.0,0
41331,Mercury_SC_409675,1236-e177-9ba1-f9ad,1.7999999999999998,-0.76875,0.6,0
31494,NYSEDREGENTS_2005_4_11,aa49-4312-5751-0a4e,0.6,0.3602065290867261,0.0,0
18509,Mercury_7212975,b789-c5df-3b5c-272b,0.0,0.0,0.0,0
16235,Mercury_404099,4505-3e07-cfda-f1f5,0.0,0.0,0.0,0
51855,Mercury_7205993,a51e-df49-f23e-45ec,0.0,0.0,0.0,0
61366,Mercury_7213395,bb12-da4b-9c2c-4663,0.0,0.0,0.0,0
40799,Mercury_SC_407394,4809-553c-eae1-9b6f,1.2,0.0,0.0,0
56121,Mercury_7212065,5311-e13d-df8b-4c00,0.6119024957250702,0.35984735175863897,0.0,0
57166,NYSEDREGENTS_2009_4_4,391d-a189-6a8f-ec12,0.0,0.0,0.0,0
24020,MCAS_2005_9_2-v1,c457-baf0-ed17-9213,0.0,0.0,0.0,0
6922,Mercury_SC_407501,57fa-4159-3d2a-c8ff,2.1348315317652062,0.0,0.0,0
54859,Mercury_7264058,e1ba-a047-71bc-aa1e,0.0,0.0,0.0,0
29776,OHAT_2008_5_20,e77b-df5f-c14c-c531,0.0,0.0,0.0,0
26139,Mercury_7205485,b3ab-ae82-bcdf-1e59,0.0,0.0,0.0,0
10525,Mercury_SC_402285,67fa-a478-80e1-8fef,0.0,0.0,0.0,0
18404,Mercury_7016205,61a0-294d-9b9e-b03e,1.2,0.0,0.0,0
27228,Mercury_SC_402266,8b4a-4514-151c-a7b4,0.0,0.0,0.0,0
21079,Mercury_7116253,5308-44ff-2f95-749f,1.8179104477611936,0.0,0.0,0
1720,NYSEDREGENTS_2007_8_26,1cca-1ac1-5bea-5cf6,0.0,1.2412698412698409,0.8999999999999999,0
1305,MSA_2013_5_36,84cd-6cd8-331b-f869,0.0,0.0,0.0,0
27656,Mercury_7012618,2b07-0186-5720-8818,1.2,0.0,0.0,0
30967,MCAS_2008_8_5608,5abd-42ff-3e17-b488,0.6956140350877192,0.6,0.0,0
5304,Mercury_SC_406712,5d5c-f359-b050-e789,0.0,0.0,0.0,0
59309,VASoL_2009_3_5,9d82-eb5c-44c1-f10d,0.0,0.0,0.0,0
17668,Mercury_7230545,15c1-19fd-1416-7448,0.0,0.0,0.0,0
52253,Mercury_7082775,6831-cd26-375b-92e2,0.0,0.0,0.0,0
62069,MSA_2012_5_36,bfb3-f193-7f43-0e07,0.6,0.0,0.0,0
13568,NCEOGA_2013_8_47,e6a3-b433-9d25-fd98,1.2,0.0,0.0,0
2631,OHAT_2007_5_34,cbb4-12c7-1491-f24b,0.0,0.0,0.0,0
57684,Mercury_SC_415737,cb0f-c249-986a-bc7c,0.0,0.0,0.0,0
15973,MCAS_2007_8_5168,94c6-2356-6177-9cd0,0.7,0.6,0.0,0
59054,Mercury_SC_405862,cbd8-e54c-3cb6-1a48,0.0,0.0,0.0,0
61612,CSZ_2006_5_CSZ10302,70ac-58d8-10b4-1313,0.0,0.0,0.0,0
49178,MCAS_2000_4_22,04e9-5287-eb58-61cb,0.0,0.6,0.0,0
36887,TIMSS_2007_8_pg71,2b3e-2ce1-7140-a746,0.6871111895919996,0.3981911443255511,0.0,0
12374,NYSEDREGENTS_2005_8_15,e8e9-20d2-8931-d1f8,0.033392261912356225,0.0,0.0,0
53626,Mercury_7015558,cb74-f946-eef2-3ca5,0.6458968567197539,1.276622367858998,0.0,0
12968,AKDE&ED_2008_4_37,4181-279d-7173-5195,0.6,-0.34193870158370554,0.3,0
44620,Mercury_7166898,6639-1b70-5a51-b9a1,1.2,0.0,0.0,0
