Unnamed: 0,QID,EID,QPA,PAA,IPA,ISA,Label
1305.0,MCAS_2009_5_6515,1a29-2268-eeb7-edba,1.2,0.0,0.0,3.6,0
9040.0,Mercury_7085523,db0b-31a1-91ab-6996,0.0,0.0,0.0,0.0,0
44781.0,MDSA_2010_4_1,2476-b5ea-0908-5ce3,0.0,0.0,0.0,0.0,0
5415.0,Mercury_7001610,fb85-28a2-6923-fc43,0.0,0.0,0.0,0.0,0
21051.0,Mercury_7099435,9c75-4e4b-7b2c-e2f6,0.0,0.0,0.0,0.0,0
19695.0,MCAS_2016_5_11,26dd-40e2-9e11-5f35,1.2,0.0,0.0,3.6,0
25533.0,Mercury_7081463,8f20-64a3-80f3-cf1e,0.6,0.0,0.0,4.2,0
17563.0,Mercury_7109393,4493-589b-f126-ea3e,0.6,0.0,0.0,3.2,0
27230.0,NCEOGA_2013_5_42,5bf9-58ec-b75f-2ca7,0.0,0.0,0.0,0.0,0
1002.0,VASoL_2010_5_25,bbf1-262a-c774-3f47,0.0,0.0,0.0,4.8,0
8509.0,Mercury_7205765,a592-e886-5f5d-f9f7,0.0,0.0,0.0,4.8,0
5425.0,Mercury_7001610,f5d1-54ee-c653-9285,0.0,0.0,0.0,0.0,0
40754.0,NYSEDREGENTS_2011_4_24,ddb0-b569-92c2-503c,0.0,0.0,0.0,0.0,0
56846.0,Mercury_SC_401289,7579-287a-1bb4-c6c7,0.0,0.6,0.0,4.2,0
32715.0,TIMSS_1995_8_L2,8f8e-37fa-0093-b7ef,0.6,0.0,0.0,4.2,0
22559.0,Mercury_SC_403010,ebfa-fdba-ed2f-9afe,0.0,0.0,0.0,0.0,0
31699.0,NYSEDREGENTS_2006_4_16,93d7-72a4-18fe-e1fe,0.6,0.0,0.0,3.957349269,0
59828.0,Mercury_7137060,5fc3-09ac-a811-9672,0.0,0.0,0.0,0.0,0
24945.0,Mercury_7141558,8b15-345a-c7ea-b574,0.0,0.0,0.0,4.8,0
61504.0,Mercury_SC_401660,d711-ca1e-0766-bd59,0.0,0.0,0.0,4.8,0
49478.0,NYSEDREGENTS_2009_8_6,4a84-1ddc-0a0c-3839,0.0,0.0,0.0,0.0,0
34215.0,Mercury_SC_401822,3e34-7133-f645-504b,0.6,0.0,0.0,4.2,0
54578.0,Mercury_SC_402621,df51-aaca-b0b6-8033,0.6,0.0,0.0,4.2,0
36378.0,NYSEDREGENTS_2007_8_6,b624-988e-7c08-0283,0.0,0.0,0.0,0.0,0
54167.0,Mercury_SC_414080,84d9-3119-01c6-b6ab,0.0,0.0,0.0,0.0,0
3388.0,Mercury_SC_400986,061d-1ec6-4a7a-9f63,0.0,0.6,0.0,4.2,0
3148.0,Mercury_7014315,9401-90f3-ba42-27f1,0.0,0.6,0.0,4.2,0
48382.0,Mercury_7245910,340e-90d3-2c17-f434,0.6,0.6,0.0,3.6,0
39471.0,Mercury_SC_LBS10046,521a-5b49-3683-2b01,0.0,0.0,0.0,4.8,0
40178.0,MSA_2012_5_31,7bb2-425e-c7fe-c044,0.6,0.6,0.6,3.284420648,0
4630.0,Mercury_7109550,4dcb-e3c0-5556-bb8c,0.0,0.0,0.0,0.0,0
54434.0,Mercury_SC_401320,3be9-54e5-8748-516c,0.0,0.0,0.0,0.0,0
28166.0,ACTAAP_2014_5_9,4807-33de-9ad3-4724,0.6,0.0,0.0,4.2,0
46854.0,MCAS_2014_5_4,de41-df04-573b-7370,0.0,0.0,0.0,3.4953989080000003,0
45108.0,Mercury_SC_LBS10900,317f-06e6-5e83-8d81,0.0,0.0,0.0,0.0,0
59739.0,Mercury_7011095,c335-4d4c-5237-f1ea,0.0,0.0,0.0,0.0,0
30385.0,Mercury_SC_401292,b877-a58b-f75a-3998,0.6,0.0,0.0,4.2,0
11012.0,Mercury_404988,d8d9-4774-8a52-3a0d,0.6,0.0,0.0,4.2,0
52219.0,Mercury_7212433,758b-6128-d735-86dd,0.0,0.0,0.0,4.8,0
14743.0,MCAS_2007_8_5168,94c6-2356-6177-9cd0,0.0,0.0,0.0,4.8,0
5095.0,Mercury_SC_LBS10908,010f-22bb-c786-5a0e,0.6,0.31637786100000004,0.0,2.7962243389999997,0
16593.0,Mercury_7220868,8c5b-db43-e4a0-0974,1.2,0.0,0.0,3.6,0
38386.0,Mercury_SC_416523,a036-70b7-7cb6-d950,0.6,0.0,0.0,4.2,0
11256.0,Mercury_SC_405994,54c4-aa6c-13ff-945d,0.0,0.0,0.0,0.0,0
57205.0,Mercury_SC_407308,a270-eb87-52ec-132b,0.0,0.0,0.0,0.0,0
46906.0,Mercury_SC_400160,ab30-97e0-586f-d18a,0.0,0.0,0.0,0.0,0
19117.0,Mercury_SC_415027,2869-d2ab-bfe7-d8af,0.0,0.0,0.0,0.0,0
6529.0,Mercury_SC_415403,45f8-9d9a-e897-a211,0.6,0.0,0.0,4.2,0
790.0,Mercury_SC_405024,5082-d519-1343-5653,0.0,0.0,0.0,0.0,0
50392.0,Mercury_7037240,e95c-8c7f-0177-0e42,0.0,0.0,0.0,4.8,0
45145.0,Mercury_SC_401644,8516-96ab-3448-ca91,0.0,0.0,0.0,0.0,0
28759.0,AIMS_2008_4_10,359d-9e24-9685-50ca,0.0,0.0,0.0,0.0,0
56358.0,Mercury_SC_407783,3179-e5c7-2920-6db8,0.0,0.0,0.0,0.0,0
20092.0,Mercury_SC_413443,22da-2a8a-8baa-1259,0.0,0.0,0.0,0.0,0
27267.0,Mercury_SC_400165,15c1-19fd-1416-7448,0.0,0.0,0.0,0.0,0
12718.0,NYSEDREGENTS_2011_4_27,b5d1-0f14-f32e-c6b4,0.6,0.0,0.0,4.2,0
58822.0,MSA_2012_5_36,501b-0b6d-449d-76ba,0.0,0.0,0.0,0.0,0
45166.0,MCAS_2004_5_6,ecd5-7900-cafd-a816,0.0,0.0,0.0,0.0,0
21486.0,TIMSS_2011_8_pg130,0e96-d216-e3de-ce65,0.0,0.0,0.0,0.0,0
3591.0,Mercury_7188913,90b4-16bc-47b4-a337,0.0,0.0,0.0,0.0,0
3052.0,Mercury_7222968,3530-0fd9-f523-ac33,0.0,0.0,0.0,4.8,0
55491.0,Mercury_7026915,2eff-c9c0-c7aa-f4b2,0.0,0.0,0.0,0.0,0
52596.0,Mercury_7030818,4689-f4b8-39d2-b74f,0.6,0.0,0.0,4.2,0
50424.0,Mercury_401407,4c2a-9c14-f3e5-8a5d,0.0,0.0,0.0,4.8,0
39252.0,OHAT_2008_5_31,4842-3518-d7ab-f670,0.697591893,0.0,0.0,3.6,0
26202.0,Mercury_SC_401230,5b6b-8d51-f9ee-15a3,0.0,0.0,0.0,0.0,0
47110.0,Mercury_400056,02c3-9c98-38d9-3711,0.0,0.0,0.0,0.0,0
35972.0,TIMSS_1995_8_N6,63a5-ef65-1557-1aee,0.0,0.0,0.0,0.0,0
61234.0,MCAS_2009_8_2,99fc-c23d-a1f5-19a0,0.0,0.0,0.0,4.8,0
62050.0,Mercury_SC_LBS10647,4497-3566-1187-4d3b,0.6,0.0,0.0,3.204312986,0
24709.0,Mercury_7163660,cc29-4aa2-bdde-b794,0.0,0.0,0.0,0.0,0
37391.0,OHAT_2007_8_25,1bed-956c-9b6f-cb9e,0.0,0.6,0.0,4.2,0
62246.0,ACTAAP_2007_7_12,b374-e58a-0a5f-ebda,0.0,0.0,0.0,0.0,0
45521.0,Mercury_7271338,20e2-689d-b7c6-528a,0.0,0.0,0.0,0.0,0
37103.0,Mercury_416466,c49a-430a-9449-e1bf,0.0,0.0,0.0,0.0,0
43882.0,NYSEDREGENTS_2009_8_26,ecba-b67f-03a0-1140,0.0,0.0,0.0,0.0,0
6071.0,Mercury_7267890,bfb3-7ce9-4ba1-f302,0.0,0.0,0.0,0.0,0
23734.0,Mercury_7077543,863a-bc6c-8c03-249c,0.0,0.0,0.0,4.8,0
30103.0,NYSEDREGENTS_2009_4_24,1ed3-919d-4a4c-1be7,0.0,0.0,0.0,0.0,0
15412.0,Mercury_7115378,163a-1ae9-b8d6-c3ab,0.0,0.320431872,0.3,4.2,0
33126.0,Mercury_SC_408414,fb66-e5c3-a56f-dac9,1.8,0.0,0.0,3.0,0
30243.0,Mercury_176995,9ee9-6353-1bca-2fa5,0.6,0.0,0.0,4.2,0
59289.0,Mercury_SC_401625,5029-9d16-9c77-acf3,0.0,0.0,0.0,0.0,0
20451.0,Mercury_7084630,b927-5436-1d17-c396,0.6,0.0,0.0,4.2,0
2921.0,MCAS_8_2014_14,42f0-a182-922d-511a,3.0,0.0,0.0,1.62864427,0
32298.0,Mercury_SC_415467,7b9c-c856-86f0-f11e,0.0,0.0,0.0,4.8,0
56476.0,Mercury_SC_400141,99c3-c8ef-6a85-8d37,0.0,0.0,0.0,0.0,0
4850.0,Mercury_7142695,bb05-85fe-5214-0da7,1.2,0.0,0.0,3.6,0
49889.0,Mercury_7037293,f4d3-fd82-31d1-855c,0.0,0.0,0.0,0.0,0
9415.0,Mercury_7085505,4d68-51e5-594f-3689,0.0,0.0,0.0,0.0,0
49507.0,CSZ30661,883c-b7b1-ae3a-94c1,0.0,0.0,0.0,0.0,0
8755.0,Mercury_177660,2e43-6a8c-1231-65f1,0.0,0.0,0.0,0.0,0
50277.0,Mercury_7025428,8b86-da39-ae3f-0e2d,0.0,0.0,0.0,4.8,0
28567.0,CSZ30494,8627-a51d-fcbc-8601,0.6,0.0,0.0,4.2,0
25997.0,MCAS_2006_9_23-v1,b927-5436-1d17-c396,0.0,0.0,0.0,0.0,0
32607.0,MCAS_2008_5_5623,f62b-71c3-882e-dcd9,0.0,0.0,0.0,0.0,0
54518.0,MCAS_2005_8_14,db6b-75c4-fea0-f7eb,0.6,0.87101653,0.9,2.309080675,0
48548.0,Mercury_7133665,73c5-2c1f-a941-c351,0.0,0.0,0.0,0.0,0
17916.0,Mercury_SC_402060,9b09-3c82-e0da-574f,0.0,0.0,0.0,0.0,0
7854.0,TIMSS_2003_8_pg86,5f35-7680-908d-0f2f,0.0,0.0,0.0,0.0,0
17381.0,Mercury_7213010,17f8-d86e-3ed8-29d5,1.8,0.0,0.0,3.0,0
40418.0,NYSEDREGENTS_2009_8_25,123c-6e70-ccd0-1f3d,0.0,0.6,0.0,4.2,0
58730.0,MDSA_2011_4_33,29f1-b013-9026-47cd,1.2,0.0,0.0,3.6,0
50276.0,Mercury_7025428,468a-99e3-ec47-c293,0.0,0.0,0.0,4.8,0
47530.0,Mercury_406730,2173-2584-f301-4f8a,0.0,0.0,0.0,0.0,0
4330.0,Mercury_7139983,b47b-5eb4-2cb7-8eb7,0.6,0.0,0.0,4.2,0
45383.0,Mercury_SC_LBS10947,8af3-1381-b634-8b97,0.0,0.0,0.0,4.31066237,0
54471.0,VASoL_2009_5_4,d248-e9d4-d37d-546e,1.2,0.0,0.0,3.6,0
19925.0,Mercury_SC_405337,0b32-125c-d57c-a9fb,0.6,0.0,0.0,4.2,0
49430.0,Mercury_412775,d22b-a7bb-0814-9332,0.0,0.0,0.0,0.0,0
28758.0,AIMS_2008_4_10,ea10-7d00-fb84-ce22,0.0,0.0,0.0,0.0,0
47629.0,ACTAAP_2009_7_17,8f91-3786-5abf-54e2,1.2,0.0,0.0,3.6,0
48463.0,Mercury_7131950,b6d6-89d9-43a5-fd91,0.0,0.0,0.0,4.8,0
20286.0,NYSEDREGENTS_2006_8_6,e72c-fcab-7c97-1648,0.0,0.6,0.6,3.921877222,0
29099.0,Mercury_417463,88bb-ac12-ed4e-764b,1.8,0.0,0.0,3.0,0
26373.0,Mercury_176575,0422-c731-68a8-b7f3,0.0,0.0,0.0,0.0,0
23298.0,Mercury_7121765,0302-4bd1-83f7-4280,0.0,0.0,0.0,0.0,0
2495.0,Mercury_7011358,c7c6-7be0-9270-7269,0.0,0.0,0.0,0.0,0
15314.0,Mercury_SC_401768,0527-8a98-eb69-f5e6,0.0,0.0,0.0,0.0,0
14235.0,Mercury_7187005,466a-2c15-ac54-8361,0.6,0.0,0.0,4.2,0
34119.0,Mercury_7064120,7431-9420-ceec-614e,0.0,0.0,0.0,4.8,0
2255.0,Mercury_7015785,6151-6bc0-5815-c639,0.0,0.0,0.0,4.8,0
6456.0,TIMSS_2007_8_pg97,a673-653b-9cde-f39c,0.0,0.0,0.0,0.0,0
56706.0,NYSEDREGENTS_2007_4_3,30aa-0d51-4be2-538d,1.2,0.0,0.0,3.6,0
22992.0,NYSEDREGENTS_2004_4_4,4710-c993-7a19-bef2,0.0,0.0,0.0,0.0,0
44305.0,NYSEDREGENTS_2016_4_1,5ce7-4fed-f926-472e,0.6,0.0,0.0,3.641317092,0
42297.0,MCAS_2007_8_5184,46e9-7c6d-a71b-e151,0.0,0.6,0.0,4.2,0
36063.0,Mercury_405938,b500-c807-29eb-78d5,0.0,0.0,0.0,0.0,0
33762.0,Mercury_SC_409583,a885-71a9-2e19-c391,0.6,0.0,0.0,4.2,0
1415.0,ACTAAP_2007_7_16,b47b-5eb4-2cb7-8eb7,0.0,0.0,0.0,0.0,0
17219.0,Mercury_7213185,cc75-33b5-2674-6153,0.0,0.0,0.0,4.8,0
3966.0,TIMSS_2003_4_pg28,2655-9071-3456-3a2c,0.0,0.0,0.0,0.0,0
9141.0,Mercury_7093275,3f61-74b3-1327-f313,0.0,0.0,0.0,0.0,0
15747.0,Mercury_7029838,e302-985d-b7ef-ad07,0.0,0.0,0.0,4.8,0
5032.0,AKDE&ED_2012_4_31,0537-626d-3ce6-54cb,0.0,0.0,0.0,4.8,0
58557.0,Mercury_7128905,e83e-674a-64c3-091a,1.2,0.0,0.0,3.6,0
8908.0,Mercury_7004515,d2cd-276c-94e5-8b01,0.6,0.0,0.0,4.2,0
36056.0,MEA_2010_8_2-v1,673d-b928-1d98-7e31,0.0,0.0,0.0,0.0,0
21637.0,Mercury_7044660,941b-2c2b-0aae-ee3a,0.0,0.0,0.0,0.0,0
47388.0,Mercury_7282100,68b3-3511-7742-d389,0.0,0.0,0.0,0.0,0
19905.0,Mercury_SC_401279,4989-d132-39f1-7c78,0.0,0.0,0.0,4.8,0
4223.0,Mercury_188650,bf6e-59c8-a896-c3cb,0.0,0.0,0.0,4.8,0
15817.0,Mercury_7213063,7051-de21-70b0-8c49,1.2,0.0,0.0,3.6,0
43963.0,MCAS_2016_8_12,4907-4612-ac7a-9987,0.41927710799999995,0.0,0.0,4.2,0
23517.0,MCAS_2007_5_4794,0368-ac19-6961-eb96,0.0,0.0,0.0,0.0,0
45230.0,AKDE&ED_2008_8_16,0e4e-f473-ebdf-e7c1,0.0,0.0,0.0,0.0,0
39760.0,Mercury_7064365,2b90-a4f5-326a-d34f,0.0,0.0,0.0,4.8,0
36718.0,ACTAAP_2008_5_11,40a4-4ed8-84b0-66b3,0.0,0.0,0.0,0.0,0
46712.0,MCAS_2016_5_13,2131-fed9-cd7c-b9b8,0.0,0.0,0.0,4.8,0
59260.0,MCAS_2009_5_6516,220c-4dd1-0a7c-8792,0.0,0.0,0.0,0.0,0
48657.0,Mercury_7133700,9a28-67a2-0019-9ec2,0.0,0.0,0.0,0.0,0
253.0,AKDE&ED_2008_4_45,96fa-0fe3-5abf-3fbb,0.6,0.365514868,0.0,3.6,0
5594.0,NYSEDREGENTS_2011_8_28,5471-05b0-00bd-1669,0.0,0.0,0.0,4.8,0
14128.0,MCAS_1999_4_11,a288-7e08-49cc-7661,0.0,0.0,0.0,0.0,0
45187.0,Mercury_402058,1763-9f64-7941-cb50,0.0,0.0,0.0,4.8,0
36430.0,MCAS_2000_8_5,673d-b928-1d98-7e31,0.0,0.0,0.0,0.0,0
8562.0,Mercury_7097545,5f35-7680-908d-0f2f,0.0,0.0,0.0,0.0,0
61097.0,AKDE&ED_2008_4_5,4c74-590e-8dfe-012b,0.0,0.0,0.0,0.0,0
14537.0,Mercury_SC_401664,d1de-5423-b933-d777,0.0,0.0,0.0,0.0,0
19881.0,NYSEDREGENTS_2009_4_1,3375-b363-3db7-2e3f,0.0,0.0,0.0,0.0,0
11957.0,VASoL_2011_5_23,7a0a-a961-283b-9786,1.2,0.0,0.0,3.6,0
36826.0,Mercury_7245070,2e11-d6bb-e234-8ba8,1.2,0.0,0.0,3.175793217,0
27775.0,MCAS_2008_8_5598,4584-32b2-fcfb-5c0d,0.0,0.0,0.0,0.0,0
60886.0,MCAS_2001_8_2,f5f4-d4dd-cf26-09d5,0.0,0.0,0.0,0.0,0
51986.0,Mercury_7077630,45fd-c59e-5a62-43ce,0.0,0.0,0.0,4.8,0
8707.0,NYSEDREGENTS_2006_8_10,9413-02dc-6401-f7c4,0.0,0.0,0.0,0.0,0
45049.0,Mercury_SC_401775,d129-c045-1013-af8c,0.0,0.6,0.3,4.2,0
47814.0,NYSEDREGENTS_2007_8_13,95a9-c39d-4224-47ce,0.0,0.0,0.0,0.0,0
46181.0,Mercury_7215495,f4d3-fd82-31d1-855c,0.0,0.0,0.0,0.0,0
25846.0,Mercury_415753,be5b-b488-31a4-416e,0.0,0.0,0.0,0.0,0
30562.0,AKDE&ED_2012_4_27,9097-513f-034b-0454,0.0,0.0,0.0,4.8,0
37089.0,Mercury_416466,5943-63b2-6d21-135d,0.0,0.0,0.0,0.0,0
31399.0,NYSEDREGENTS_2011_4_23,c412-a85a-5de1-771a,0.0,0.0,0.0,0.0,0
20349.0,Mercury_SC_406050,34b8-2d96-32ae-8fcb,0.0,0.0,0.0,4.8,0
18585.0,CSZ_2008_5_CSZ20469,c378-13fe-be79-cd0f,0.0,0.0,0.0,4.8,0
48294.0,NYSEDREGENTS_2011_8_36,34de-dd35-5026-b2c1,0.0,0.0,0.0,0.0,0
22829.0,MCAS_2009_5_6522,536f-f053-aca7-9bed,0.0,0.0,0.0,0.0,0
26050.0,Mercury_SC_415723,bf5f-731f-c1a8-0a2e,0.0,0.0,0.0,4.8,0
60770.0,MCAS_1999_4_17,f39e-99d0-faec-c532,0.0,0.0,0.0,0.0,0
234.0,ACTAAP_2012_7_5,2655-9071-3456-3a2c,0.0,0.0,0.0,0.0,0
47143.0,MEA_2011_8_2,3657-2640-0375-4e16,0.0,0.0,0.0,0.0,0
16611.0,Mercury_7220868,ed5e-2a27-052b-5a12,0.0,0.0,0.0,0.0,0
26898.0,Mercury_7015313,5949-50af-19b8-4ea2,0.0,0.0,0.0,0.0,0
34177.0,CSZ10086,9c97-5684-21f1-8494,0.0,0.0,0.0,4.8,0
46928.0,NCEOGA_2013_5_40,710b-668d-7cf4-e34a,0.0,0.0,0.0,4.587933949,0
40997.0,LEAP_2012_4_10303,2e1a-7f43-2f56-54a8,0.0,0.0,0.0,0.0,0
10139.0,Mercury_7085575,ef7d-a3f3-6200-ea1d,0.0,0.0,0.0,4.8,0
60353.0,NYSEDREGENTS_2005_4_16,6abc-4443-f672-9a97,1.2,0.0,0.0,3.6,0
8372.0,LEAP_2003_4_10252,17a3-86be-a2ea-bdb8,0.0,0.6,0.0,4.013728715,0
39335.0,TIMSS_2007_8_pg32,8d80-3c56-453a-181e,0.6,0.0,0.0,4.2,0
58589.0,Mercury_SC_413130,487e-9180-917f-c1b5,0.0,0.0,0.0,0.0,0
37259.0,Mercury_175858,d69f-a53c-a0d5-7861,0.0,0.0,0.0,0.0,0
4523.0,Mercury_184275,ed8d-bde2-25a7-6d34,0.0,0.0,0.0,0.0,0
24387.0,Mercury_404686,b743-7732-00bc-dc06,0.0,0.0,0.0,4.8,0
3827.0,Mercury_7214533,573c-8519-cfcd-55ab,0.0,0.0,0.0,0.0,0
49670.0,Mercury_7082775,fbfd-9bdb-a833-89c2,0.0,0.0,0.0,4.8,0
38897.0,Mercury_SC_402043,a9fc-ec58-9496-d635,0.0,0.0,0.0,4.8,0
12049.0,Mercury_SC_405456,8341-4d61-aa1c-ffbd,0.0,0.0,0.0,4.8,0
61665.0,LEAP__7_10343,2b4c-4963-4547-c62d,1.2,0.0,0.0,3.6,0
9448.0,Mercury_7207200,ebee-dba6-703c-ec30,1.8,0.0,0.0,3.0,0
33472.0,Mercury_SC_406036,0031-1d31-516c-7c1e,0.0,0.0,0.0,4.8,0
37137.0,Mercury_416583,9229-7d09-4e6a-1c72,0.6,0.0,0.0,4.2,0
48419.0,Mercury_7185448,40aa-b36b-c358-dc03,2.4,0.0,0.0,2.4,0
54569.0,Mercury_7221690,a3bb-516f-8a35-2591,0.6,0.0,0.0,4.2,0
28319.0,MCAS_2006_9_4-v1,b2dd-50aa-3885-9f70,0.0,0.0,0.0,0.0,0
34034.0,NYSEDREGENTS_2009_8_24,0fda-acea-84f6-b616,0.6,0.0,0.0,4.2,0
108.0,Mercury_SC_LBS10351,73fa-1e22-26a8-1a7c,0.0,0.0,0.0,4.8,0
49447.0,TIMSS_1995_8_O15,d1c1-cc3b-9a74-bf19,0.6,0.0,0.0,4.2,0
56818.0,NYSEDREGENTS_2011_4_7,e1cf-88a5-049d-ec52,0.0,0.0,0.0,4.8,0
12590.0,Mercury_7217893,2c7a-314b-2dd8-2290,0.0,0.0,0.0,4.8,0
58975.0,Mercury_SC_LBS10788,3bc7-7251-4566-95f7,0.6,0.0,0.0,3.986941622,0
59458.0,VASoL_2008_3_2,35d8-b64d-a726-96c8,0.0,-0.4,0.6,3.413354457,0
25157.0,Mercury_7221708,7532-01eb-475e-acbd,0.0,0.0,0.0,0.0,0
13729.0,NYSEDREGENTS_2011_8_27,6029-2646-fb11-8753,0.0,0.0,0.0,4.8,0
15189.0,MCAS_2007_8_5174,b401-733c-cfa3-138b,0.0,-0.4,0.6,4.2,0
17993.0,Mercury_SC_400535,3455-c2ca-8db5-2694,1.8,0.0,0.0,3.0,0
30611.0,NYSEDREGENTS_2009_4_17,eeb3-9ad7-6803-4e0d,0.0,0.0,0.0,0.0,0
21111.0,OHAT_2011_8_41,b043-79cc-a77e-e968,0.0,0.0,0.0,4.8,0
61316.0,MCAS_2007_8_5185,8f4b-dcdb-2be5-9423,0.0,0.0,0.0,4.8,0
26174.0,Mercury_SC_401332,7576-80c5-f9b7-5e88,0.0,0.0,0.0,0.0,0
23934.0,NYSEDREGENTS_2016_4_21,255c-ea3b-7584-7dc9,1.8,0.0,0.0,3.0,0
58635.0,Mercury_SC_407699,e384-486e-8a78-a853,0.0,0.0,0.0,0.0,0
5664.0,MCAS_2007_8_5158,2a54-5bc0-92f5-2816,1.2,0.0,0.0,3.6,0
26919.0,Mercury_7007508,1e57-ef38-54af-14f2,0.6,0.0,0.0,4.2,0
59198.0,NYSEDREGENTS_2007_4_1,3a26-68ee-857e-ccc3,1.2,0.0,0.0,3.6,0
28461.0,Mercury_7133840,fb8f-3fcb-ff3c-770c,0.0,0.0,0.0,3.400231372,0
22417.0,Mercury_SC_LBS10034,9580-9f11-5f23-3df4,1.2,0.6,0.0,3.0,0
54027.0,Mercury_7205118,142e-df30-0a5e-7ac5,0.0,0.0,0.0,0.0,0
49309.0,NYSEDREGENTS_2011_4_11,15aa-4b8f-b148-a827,0.6,0.0,0.0,4.2,0
50150.0,Mercury_7029645,d69e-2e8c-6faf-7c1d,1.2,0.0,0.0,3.6,0
10181.0,Mercury_SC_400129,480d-24f6-cd70-5644,0.0,0.0,0.0,0.0,0
16072.0,TIMSS_2007_4_pg39,e3ac-61ec-4ae4-2d5b,0.6,0.0,0.0,4.2,0
12283.0,LEAP__5_10313,2337-bb5b-8d11-5cc8,0.6,0.0,0.0,4.2,0
40689.0,NYSEDREGENTS_2005_4_15,22fd-af9b-e989-c099,0.0,0.6,0.3,4.2,0
25734.0,Mercury_7081445,5da0-c311-01df-1a63,1.8,0.0,0.0,3.0,0
45164.0,MCAS_2004_5_6,df29-0616-310f-2dfb,0.6,0.22895283,0.0,2.319168821,0
12676.0,NYSEDREGENTS_2004_4_19,f294-063d-cd07-8ae6,0.6,0.0,0.0,3.356342904,0
19882.0,NYSEDREGENTS_2009_4_1,9d82-eb5c-44c1-f10d,0.0,0.0,0.0,0.0,0
29059.0,Mercury_7161210,df85-3fd3-0f1b-df33,0.0,0.0,0.0,4.8,0
43586.0,MDSA_2009_8_44,260f-eb79-e472-62e7,0.0,0.0,0.0,4.8,0
28033.0,Mercury_SC_407681,9214-e095-92ae-cfb6,0.0,0.0,0.0,0.0,0
1765.0,OHAT_2011_5_33,a972-0cbb-3c14-b098,0.6,0.0,0.0,4.2,0
7672.0,Mercury_7085173,76bf-a390-118e-daa4,0.0,0.0,0.0,0.0,0
38212.0,Mercury_416649,30e6-16d1-5abe-2b83,0.0,0.0,0.0,3.905375823,0
